names,scores,logfoldchanges,pvals,pvals_adj
Dmel_CG44007,3.410479,0.12629306,0.000648488356062589,0.004138798196706402
Dmel_CG30035,3.4079082,1.0339413,0.0006546293735392062,0.004175416492143653
Dmel_CG9922,3.4078114,0.26889482,0.0006548613796749158,0.004175416492143653
Dmel_CG14812,3.4076245,0.1480001,0.0006553103118081917,0.004176252573943475
Dmel_CG4636,3.4041119,0.11369958,0.0006637955934973619,0.004228278184269915
Dmel_CG4467,3.4033482,0.19097967,0.0006656538000841775,0.004238060361873148
Dmel_CG17360,3.40265,0.10613441,0.0006673567901788071,0.004246715918222061
Dmel_CG12295,3.4025261,0.09074043,0.0006676596215696505,0.004246715918222061
Dmel_CG31663,3.4017327,0.8728379,0.0006696007699631602,0.004257002282576627
Dmel_CG4300,3.4006896,0.13425711,0.0006721608447205857,0.004271211634658228
Dmel_CG4867,3.4003096,0.14483728,0.0006730958581746996,0.004275085873501077
Dmel_CG4615,3.3953445,0.51401347,0.0006854227672206591,0.004351275644466995
Dmel_CG3488,3.3934507,0.34383327,0.0006901797595465346,0.004379358870208117
Dmel_CG8635,3.3920767,0.19786641,0.0006936499216591734,0.004399253677858686
Dmel_CG14509,3.391375,0.18211453,0.0006954283775055762,0.004408405358804041
Dmel_CG6719,3.3866389,0.19235231,0.0007075444697827803,0.00448304815690237
Dmel_CG10045,3.3817887,0.2021718,0.0007201553848293551,0.004560752728695207
Dmel_CG5734,3.380756,0.16990642,0.0007228675804618087,0.004575723928154445
Dmel_CG6988,3.3797846,0.13237238,0.000725426591253475,0.004589711524151139
Dmel_CG4644,3.3751173,0.34633052,0.0007378420299261157,0.004663772061211682
Dmel_CG6070,3.372737,0.89800096,0.0007442503249493282,0.004702016115461116
Dmel_CG5889,3.371327,0.089698054,0.000748070439775342,0.00472387969682257
Dmel_CG8493,3.3700097,0.14848411,0.0007516555866393471,0.004744239223836532
Dmel_CG6706,3.369236,0.10401725,0.0007537684103996052,0.004755290773433131
Dmel_CG1937,3.3679876,0.33831087,0.0007571901683179688,0.004774585413563544
Dmel_CG9121,3.362461,0.16662516,0.0007725101053430718,0.004868851460102306
Dmel_CG14982,3.3620942,0.11662974,0.0007735374298557016,0.004872989149440928
Dmel_CG6323,3.3592114,0.11830665,0.0007816525047834928,0.004921751588576846
Dmel_CG2171,3.357668,0.16637173,0.0007860301109347031,0.004946945252774394
Dmel_CG1967,3.3569899,0.2269168,0.0007879599044636592,0.004956716660869768
Dmel_CG31323,3.3543086,0.28640547,0.0007956355403802493,0.0050026060459984955
Dmel_CG4233,3.3532014,0.2547846,0.0007988253597437219,0.005020260187657699
Dmel_CG4621,3.352833,0.26343837,0.0007998892203449558,0.005024543137931675
Dmel_CG5788,3.3517795,0.14021981,0.0008029397400892209,0.005041295329437388
Dmel_CG7434,3.3510566,0.19370061,0.0008050387905426041,0.005052060528424241
Dmel_CR18854,3.350183,0.084404156,0.0008075817216229246,0.005065599715440025
Dmel_CG7918,3.346547,0.22229476,0.0008182482976926911,0.005130057671746018
Dmel_CG5701,3.344249,0.2255948,0.0008250567102804731,0.005170276695181544
Dmel_CG6190,3.3437355,0.46193075,0.0008265854872143319,0.005177387934930188
Dmel_CG2186,3.3398793,0.14143011,0.0008381481795877505,0.005244812013315538
Dmel_CG14853,3.337893,0.097347714,0.0008441626099449924,0.005279933773101925
Dmel_CG8208,3.3356276,0.2146662,0.0008510709992830347,0.005320610847563444
Dmel_CG4168,3.3297253,0.1680048,0.0008693169895273142,0.00542974052958144
Dmel_CG10440,3.3297136,0.26920813,0.0008693534795098812,0.00542974052958144
Dmel_CG6584,3.3241656,0.09194426,0.0008868352829648229,0.005536295702347143
Dmel_CG34392,3.3219302,0.09295711,0.0008939703280987591,0.005578188072908734
Dmel_CG14764,3.3198197,0.25417432,0.0009007562176458859,0.0056178630546201164
Dmel_CG6811,3.312967,0.20521499,0.0009231183836771166,0.0057546008917936375
Dmel_CG10362,3.3100047,0.2425008,0.0009329442385507858,0.005813096367375949
Dmel_CG4262,3.3088145,0.23690511,0.0009369187096506229,0.005835094200719827
Dmel_CG12591,3.3079584,0.29591915,0.0009397874206514965,0.005850187823202897
Dmel_CG9856,3.307252,0.13483357,0.0009421613922724736,0.005862188852202924
Dmel_CG7851,3.3047714,0.21035708,0.0009505387342829511,0.005911514201236281
Dmel_CG10527,3.302374,0.2709962,0.0009587016833563002,0.005959460180220029
Dmel_CG3948,3.3016465,0.1488602,0.0009611914768232477,0.0059721121498507316
Dmel_CG1844,3.2994847,0.22534707,0.0009686247162168359,0.006015452455484614
